,Demographic,DBN,School Name,Cohort Year,Total Cohort,Total Grads #,Total Grads %,Total Regents - n,Total Regents - % of cohort,Total Regents - % of grads,Advanced Regents - n,Advanced Regents - % of cohort,Advanced Regents - % of grads,Regents w/o Advanced - n,Regents w/o Advanced - % of cohort,Regents w/o Advanced - % of grads,Local - n,Local - % of cohort,Local - % of grads,Still Enrolled - n,Still Enrolled - % of cohort,Dropout #,Dropout %,Grad Year,fiscal_year,system_code,location_code,location_name,BEDS,Managed_by_name,location_type_description,Location_Category_Description,Grades_text,Grades_final_text,open_date,Status_descriptions,Primary_building_code,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Tier_2_Support_Location_Name,HighSchool_Network_Location_Code,HighSchool_Network_Name,HighSchool_Network_Superintendent,Community_district 1,Police_precinct,Closest LIU Distance,Num of LIU Near,Distance From HFL,Closest HFV,borough
530,Total Cohort,06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SC,2001,155,83,53.5,47,30.3,56.6,4,2.6,4.8,43,27.7,51.8,36,23.2,43.4,46,29.7,22,14.2,2005,2020,06M468,M468,High School for Health Careers and Sciences,310600011468,DOE,General Academic,High school,"08,09,10,11,12,SE","09,10,11,12",1999-05-11T00:00:00.000,Open,M465,549 AUDUBON AVENUE,NY,1004704.0,251344.0,-73.92605999999999,40.856532,112.0,10.0,27700.0,1021600018.0,MN35,Washington Heights North,Javier Trejo,Principal,212-927-1841,212-927-6129,6,6,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,,,,112.0,34.0,0.14840649808781803,418,0.5575320761217927,PUNAL GROCERY CORP,Manhattan
531,Total Cohort,06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SC,2002,106,60,56.6,32,30.2,53.3,2,1.9,3.3,30,28.3,50.0,28,26.4,46.7,27,25.5,16,15.1,2006,2020,06M468,M468,High School for Health Careers and Sciences,310600011468,DOE,General Academic,High school,"08,09,10,11,12,SE","09,10,11,12",1999-05-11T00:00:00.000,Open,M465,549 AUDUBON AVENUE,NY,1004704.0,251344.0,-73.92605999999999,40.856532,112.0,10.0,27700.0,1021600018.0,MN35,Washington Heights North,Javier Trejo,Principal,212-927-1841,212-927-6129,6,6,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,,,,112.0,34.0,0.14840649808781803,418,0.5575320761217927,PUNAL GROCERY CORP,Manhattan
532,Total Cohort,06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SC,2003,170,95,55.9,42,24.7,44.2,4,2.4,4.2,38,22.4,40.0,53,31.2,55.8,29,17.1,41,24.1,2007,2020,06M468,M468,High School for Health Careers and Sciences,310600011468,DOE,General Academic,High school,"08,09,10,11,12,SE","09,10,11,12",1999-05-11T00:00:00.000,Open,M465,549 AUDUBON AVENUE,NY,1004704.0,251344.0,-73.92605999999999,40.856532,112.0,10.0,27700.0,1021600018.0,MN35,Washington Heights North,Javier Trejo,Principal,212-927-1841,212-927-6129,6,6,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,,,,112.0,34.0,0.14840649808781803,418,0.5575320761217927,PUNAL GROCERY CORP,Manhattan
533,Total Cohort,06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SC,2004,126,83,65.9,43,34.1,51.8,7,5.6,8.4,36,28.6,43.4,40,31.7,48.2,25,19.8,14,11.1,2008,2020,06M468,M468,High School for Health Careers and Sciences,310600011468,DOE,General Academic,High school,"08,09,10,11,12,SE","09,10,11,12",1999-05-11T00:00:00.000,Open,M465,549 AUDUBON AVENUE,NY,1004704.0,251344.0,-73.92605999999999,40.856532,112.0,10.0,27700.0,1021600018.0,MN35,Washington Heights North,Javier Trejo,Principal,212-927-1841,212-927-6129,6,6,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,,,,112.0,34.0,0.14840649808781803,418,0.5575320761217927,PUNAL GROCERY CORP,Manhattan
534,Total Cohort,06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SC,2005,162,108,66.7,67,41.4,62.0,19,11.7,17.6,48,29.6,44.4,41,25.3,38.0,27,16.7,16,9.9,2009,2020,06M468,M468,High School for Health Careers and Sciences,310600011468,DOE,General Academic,High school,"08,09,10,11,12,SE","09,10,11,12",1999-05-11T00:00:00.000,Open,M465,549 AUDUBON AVENUE,NY,1004704.0,251344.0,-73.92605999999999,40.856532,112.0,10.0,27700.0,1021600018.0,MN35,Washington Heights North,Javier Trejo,Principal,212-927-1841,212-927-6129,6,6,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,,,,112.0,34.0,0.14840649808781803,418,0.5575320761217927,PUNAL GROCERY CORP,Manhattan
535,Total Cohort,06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SC,2006,158,88,55.7,51,32.3,58.0,14,8.9,15.9,37,23.4,42.0,37,23.4,42.0,29,18.4,33,20.9,2010,2020,06M468,M468,High School for Health Careers and Sciences,310600011468,DOE,General Academic,High school,"08,09,10,11,12,SE","09,10,11,12",1999-05-11T00:00:00.000,Open,M465,549 AUDUBON AVENUE,NY,1004704.0,251344.0,-73.92605999999999,40.856532,112.0,10.0,27700.0,1021600018.0,MN35,Washington Heights North,Javier Trejo,Principal,212-927-1841,212-927-6129,6,6,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,,,,112.0,34.0,0.14840649808781803,418,0.5575320761217927,PUNAL GROCERY CORP,Manhattan
536,Total Cohort,06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2001,307,204,66.4,156,50.8,76.5,72,23.5,35.3,84,27.4,41.2,48,15.6,23.5,54,17.6,42,13.7,2005,2020,06M540,M540,A. Philip Randolph Campus High School,310600011540,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1926-07-01T00:00:00.000,Open,M540,443 WEST 135 STREET,NY,998109.0,237483.0,-73.949929,40.8185,109.0,9.0,21703.0,1019570078.0,MN06,Manhattanville,David Fanning,Principal,212-690-6800,212-690-6805,6,6,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",109.0,26.0,0.1545646403277535,2561,0.2537794915795592,NUNEZ DOMINGO,Manhattan
537,Total Cohort,06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2002,290,177,61.0,140,48.3,79.09999999999998,31,10.7,17.5,109,37.6,61.6,37,12.8,20.9,67,23.1,37,12.8,2006,2020,06M540,M540,A. Philip Randolph Campus High School,310600011540,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1926-07-01T00:00:00.000,Open,M540,443 WEST 135 STREET,NY,998109.0,237483.0,-73.949929,40.8185,109.0,9.0,21703.0,1019570078.0,MN06,Manhattanville,David Fanning,Principal,212-690-6800,212-690-6805,6,6,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",109.0,26.0,0.1545646403277535,2561,0.2537794915795592,NUNEZ DOMINGO,Manhattan
538,Total Cohort,06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2003,385,243,63.1,187,48.6,77.0,49,12.7,20.2,138,35.8,56.8,56,14.5,23.0,97,25.2,43,11.2,2007,2020,06M540,M540,A. Philip Randolph Campus High School,310600011540,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1926-07-01T00:00:00.000,Open,M540,443 WEST 135 STREET,NY,998109.0,237483.0,-73.949929,40.8185,109.0,9.0,21703.0,1019570078.0,MN06,Manhattanville,David Fanning,Principal,212-690-6800,212-690-6805,6,6,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",109.0,26.0,0.1545646403277535,2561,0.2537794915795592,NUNEZ DOMINGO,Manhattan
539,Total Cohort,06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2004,445,261,58.7,211,47.4,80.8,54,12.1,20.7,157,35.3,60.2,50,11.2,19.2,124,27.9,55,12.4,2008,2020,06M540,M540,A. Philip Randolph Campus High School,310600011540,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1926-07-01T00:00:00.000,Open,M540,443 WEST 135 STREET,NY,998109.0,237483.0,-73.949929,40.8185,109.0,9.0,21703.0,1019570078.0,MN06,Manhattanville,David Fanning,Principal,212-690-6800,212-690-6805,6,6,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",109.0,26.0,0.1545646403277535,2561,0.2537794915795592,NUNEZ DOMINGO,Manhattan
540,Total Cohort,06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2005,228,197,86.4,197,86.4,100.0,70,30.7,35.5,127,55.7,64.5,0,0.0,0.0,26,11.4,3,1.3,2009,2020,06M540,M540,A. Philip Randolph Campus High School,310600011540,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1926-07-01T00:00:00.000,Open,M540,443 WEST 135 STREET,NY,998109.0,237483.0,-73.949929,40.8185,109.0,9.0,21703.0,1019570078.0,MN06,Manhattanville,David Fanning,Principal,212-690-6800,212-690-6805,6,6,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",109.0,26.0,0.1545646403277535,2561,0.2537794915795592,NUNEZ DOMINGO,Manhattan
541,Total Cohort,06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2006,267,190,71.2,173,64.8,91.1,43,16.1,22.6,130,48.7,68.4,17,6.4,8.9,58,21.7,8,3.0,2010,2020,06M540,M540,A. Philip Randolph Campus High School,310600011540,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1926-07-01T00:00:00.000,Open,M540,443 WEST 135 STREET,NY,998109.0,237483.0,-73.949929,40.8185,109.0,9.0,21703.0,1019570078.0,MN06,Manhattanville,David Fanning,Principal,212-690-6800,212-690-6805,6,6,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",109.0,26.0,0.1545646403277535,2561,0.2537794915795592,NUNEZ DOMINGO,Manhattan
542,Total Cohort,06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIE,2001,78,44,56.4,13,16.7,29.5,0,0.0,0.0,13,16.7,29.5,31,39.7,70.5,21,26.9,11,14.1,2005,2020,06M552,M552,Gregorio Luperon High School for Science and Mathe,310600011552,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1996-06-05T00:00:00.000,Open,M876,501 WEST 165TH STREET,NY,1001244.0,244702.0,-73.9383,40.8381,112.0,10.0,25100.0,1021230045.0,MN36,Washington Heights South,YECENIA CARDOZA,Principal,212-928-1202,212-928-1309,6,6,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",112.0,33.0,0.028778314560390213,696,1.1348853554424472,La Hermadad Supermarket Inc.,Manhattan
543,Total Cohort,06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIE,2002,76,38,50.0,14,18.4,36.8,1,1.3,2.6,13,17.1,34.2,24,31.6,63.2,24,31.6,12,15.8,2006,2020,06M552,M552,Gregorio Luperon High School for Science and Mathe,310600011552,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1996-06-05T00:00:00.000,Open,M876,501 WEST 165TH STREET,NY,1001244.0,244702.0,-73.9383,40.8381,112.0,10.0,25100.0,1021230045.0,MN36,Washington Heights South,YECENIA CARDOZA,Principal,212-928-1202,212-928-1309,6,6,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",112.0,33.0,0.028778314560390213,696,1.1348853554424472,La Hermadad Supermarket Inc.,Manhattan
544,Total Cohort,06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIE,2003,109,79,72.5,33,30.3,41.8,2,1.8,2.5,31,28.4,39.2,46,42.2,58.2,22,20.2,7,6.4,2007,2020,06M552,M552,Gregorio Luperon High School for Science and Mathe,310600011552,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1996-06-05T00:00:00.000,Open,M876,501 WEST 165TH STREET,NY,1001244.0,244702.0,-73.9383,40.8381,112.0,10.0,25100.0,1021230045.0,MN36,Washington Heights South,YECENIA CARDOZA,Principal,212-928-1202,212-928-1309,6,6,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",112.0,33.0,0.028778314560390213,696,1.1348853554424472,La Hermadad Supermarket Inc.,Manhattan
545,Total Cohort,06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIE,2004,81,64,79.0,33,40.7,51.6,4,4.9,6.3,29,35.8,45.3,31,38.3,48.4,9,11.1,8,9.9,2008,2020,06M552,M552,Gregorio Luperon High School for Science and Mathe,310600011552,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1996-06-05T00:00:00.000,Open,M876,501 WEST 165TH STREET,NY,1001244.0,244702.0,-73.9383,40.8381,112.0,10.0,25100.0,1021230045.0,MN36,Washington Heights South,YECENIA CARDOZA,Principal,212-928-1202,212-928-1309,6,6,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",112.0,33.0,0.028778314560390213,696,1.1348853554424472,La Hermadad Supermarket Inc.,Manhattan
546,Total Cohort,06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIE,2005,89,65,73.0,35,39.3,53.8,10,11.2,15.4,25,28.1,38.5,30,33.7,46.2,15,16.9,9,10.1,2009,2020,06M552,M552,Gregorio Luperon High School for Science and Mathe,310600011552,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1996-06-05T00:00:00.000,Open,M876,501 WEST 165TH STREET,NY,1001244.0,244702.0,-73.9383,40.8381,112.0,10.0,25100.0,1021230045.0,MN36,Washington Heights South,YECENIA CARDOZA,Principal,212-928-1202,212-928-1309,6,6,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",112.0,33.0,0.028778314560390213,696,1.1348853554424472,La Hermadad Supermarket Inc.,Manhattan
547,Total Cohort,06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIE,2006,91,74,81.3,49,53.8,66.2,13,14.3,17.6,36,39.6,48.6,25,27.5,33.8,8,8.800000000000002,8,8.800000000000002,2010,2020,06M552,M552,Gregorio Luperon High School for Science and Mathe,310600011552,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1996-06-05T00:00:00.000,Open,M876,501 WEST 165TH STREET,NY,1001244.0,244702.0,-73.9383,40.8381,112.0,10.0,25100.0,1021230045.0,MN36,Washington Heights South,YECENIA CARDOZA,Principal,212-928-1202,212-928-1309,6,6,,,NYCDOE Borough Office - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",112.0,33.0,0.028778314560390213,696,1.1348853554424472,La Hermadad Supermarket Inc.,Manhattan
548,Total Cohort,07X221,SOUTH BRONX PREPARATORY: A COLLEGE BO,2004,71,52,73.2,24,33.8,46.2,2,2.8,3.8,22,31.0,42.3,28,39.4,53.8,9,12.7,7,9.9,2008,2020,07X221,X221,South Bronx Preparatory: A College Board School,320700011221,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2004-09-08T00:00:00.000,Open,X149,360 EAST 145 STREET,NY,1006159.0,235708.0,-73.920851,40.813612,201.0,8.0,4300.0,2023060054.0,BX39,Mott Haven-Port Morris,ELLEN FLANAGAN,Principal,718-292-2211,718-292-2172,7,7,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",201.0,40.0,0.2197904669880372,3330,0.6041245793339314,Los Hermanos Meat & Grocery,Bronx
549,Total Cohort,07X221,SOUTH BRONX PREPARATORY: A COLLEGE BO,2005,61,52,85.2,32,52.5,61.5,7,11.5,13.5,25,41.0,48.1,20,32.8,38.5,7,11.5,2,3.3,2009,2020,07X221,X221,South Bronx Preparatory: A College Board School,320700011221,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2004-09-08T00:00:00.000,Open,X149,360 EAST 145 STREET,NY,1006159.0,235708.0,-73.920851,40.813612,201.0,8.0,4300.0,2023060054.0,BX39,Mott Haven-Port Morris,ELLEN FLANAGAN,Principal,718-292-2211,718-292-2172,7,7,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",201.0,40.0,0.2197904669880372,3330,0.6041245793339314,Los Hermanos Meat & Grocery,Bronx
550,Total Cohort,07X221,SOUTH BRONX PREPARATORY: A COLLEGE BO,2006,80,64,80.0,51,63.8,79.7,6,7.5,9.4,45,56.3,70.3,13,16.3,20.3,13,16.3,3,3.8,2010,2020,07X221,X221,South Bronx Preparatory: A College Board School,320700011221,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2004-09-08T00:00:00.000,Open,X149,360 EAST 145 STREET,NY,1006159.0,235708.0,-73.920851,40.813612,201.0,8.0,4300.0,2023060054.0,BX39,Mott Haven-Port Morris,ELLEN FLANAGAN,Principal,718-292-2211,718-292-2172,7,7,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 1- Bronx,HS02,HS Network 02 Superintendent Office,"STAPLE, CARRON",201.0,40.0,0.2197904669880372,3330,0.6041245793339314,Los Hermanos Meat & Grocery,Bronx
551,Total Cohort,07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2004,44,5,11.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,11.4,100.0,36,81.8,3,6.8,2008,2020,07X379,X379,Jill Chaifetz Transfer High School,320700011379,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",2007-07-01T00:00:00.000,Open,X184,778 FOREST AVENUE,NY,1010437.0,237567.0,-73.905389,40.818703,201.0,17.0,7700.0,2026550030.0,BX34,Melrose South-Mott Haven North,Carlos Benitez,I.A. Principal,718-402-2429,718-402-3120,7,7,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 6- Bronx,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",201.0,40.0,0.10256282432583312,2515,0.15124328519550734,REAL Supermarket,Bronx
552,Total Cohort,07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2005,75,12,16.0,1,1.3,8.3,0,0.0,0.0,1,1.3,8.3,11,14.7,91.7,50,66.7,12,16.0,2009,2020,07X379,X379,Jill Chaifetz Transfer High School,320700011379,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",2007-07-01T00:00:00.000,Open,X184,778 FOREST AVENUE,NY,1010437.0,237567.0,-73.905389,40.818703,201.0,17.0,7700.0,2026550030.0,BX34,Melrose South-Mott Haven North,Carlos Benitez,I.A. Principal,718-402-2429,718-402-3120,7,7,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 6- Bronx,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",201.0,40.0,0.10256282432583312,2515,0.15124328519550734,REAL Supermarket,Bronx
553,Total Cohort,07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2006,50,5,10.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,10.0,100.0,37,74.0,8,16.0,2010,2020,07X379,X379,Jill Chaifetz Transfer High School,320700011379,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",2007-07-01T00:00:00.000,Open,X184,778 FOREST AVENUE,NY,1010437.0,237567.0,-73.905389,40.818703,201.0,17.0,7700.0,2026550030.0,BX34,Melrose South-Mott Haven North,Carlos Benitez,I.A. Principal,718-402-2429,718-402-3120,7,7,,,NYCDOE Borough Office - Bronx,"SAFFER, NANCY",School Support Team 6- Bronx,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",201.0,40.0,0.10256282432583312,2515,0.15124328519550734,REAL Supermarket,Bronx
554,Total Cohort,07X381,BRONX HAVEN HIGH SCHOOL   ,2005,53,5,9.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,9.4,100.0,43,81.09999999999998,4,7.5,2009,2020,07X381,X381,Bronx Haven High School,320700011381,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",2008-07-01T00:00:00.000,Open,X600,333 EAST 151 STREET,NY,1006407.0,237542.0,-73.919949,40.818645000000004,201.0,17.0,6700.0,2024110022.0,BX34,Melrose South-Mott Haven North,Jazmin Rivera-Polanco,Principal,718-292-3638,718-292-6065,7,7,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",201.0,40.0,0.10082635826876193,2503,0.6535650168196007,South Side Food,Bronx
555,Total Cohort,07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL ST,2003,79,49,62.0,32,40.5,65.3,3,3.8,6.1,29,36.7,59.2,17,21.5,34.7,20,25.3,6,7.6,2007,2020,07X520,X520,Foreign Language Academy of Global Studies,320700011520,DOE,General Academic,High school,"11,12","09,10,11,12",1996-06-05T00:00:00.000,Closed,X155,470 JACKSON AVENUE,NY,1009340.0,234778.0,-73.909363,40.811051,201.0,8.0,3500.0,2025780027.0,BX39,Mott Haven-Port Morris,LESLIE CHISLETT,I.A. PRINCIPAL,718-585-4024,718-585-4239,7,7,,,,,,HS09,H.S. Network 09 Superintendent Office,"ALCOFF, MICHAEL",201.0,40.0,0.16992902555978864,2956,0.06817216969158704,Los Hermanos Meat & Grocery,Bronx
556,Total Cohort,07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL ST,2001,71,56,78.9,38,53.5,67.9,1,1.4,1.8,37,52.1,66.1,18,25.4,32.1,12,16.9,2,2.8,2005,2020,07X520,X520,Foreign Language Academy of Global Studies,320700011520,DOE,General Academic,High school,"11,12","09,10,11,12",1996-06-05T00:00:00.000,Closed,X155,470 JACKSON AVENUE,NY,1009340.0,234778.0,-73.909363,40.811051,201.0,8.0,3500.0,2025780027.0,BX39,Mott Haven-Port Morris,LESLIE CHISLETT,I.A. PRINCIPAL,718-585-4024,718-585-4239,7,7,,,,,,HS09,H.S. Network 09 Superintendent Office,"ALCOFF, MICHAEL",201.0,40.0,0.16992902555978864,2956,0.06817216969158704,Los Hermanos Meat & Grocery,Bronx
557,Total Cohort,07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL ST,2002,66,52,78.8,38,57.6,73.09999999999998,9,13.6,17.3,29,43.9,55.8,14,21.2,26.9,7,10.6,6,9.1,2006,2020,07X520,X520,Foreign Language Academy of Global Studies,320700011520,DOE,General Academic,High school,"11,12","09,10,11,12",1996-06-05T00:00:00.000,Closed,X155,470 JACKSON AVENUE,NY,1009340.0,234778.0,-73.909363,40.811051,201.0,8.0,3500.0,2025780027.0,BX39,Mott Haven-Port Morris,LESLIE CHISLETT,I.A. PRINCIPAL,718-585-4024,718-585-4239,7,7,,,,,,HS09,H.S. Network 09 Superintendent Office,"ALCOFF, MICHAEL",201.0,40.0,0.16992902555978864,2956,0.06817216969158704,Los Hermanos Meat & Grocery,Bronx
558,Total Cohort,07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL ST,2004,96,62,64.6,41,42.7,66.1,3,3.1,4.8,38,39.6,61.3,21,21.9,33.9,16,16.7,10,10.4,2008,2020,07X520,X520,Foreign Language Academy of Global Studies,320700011520,DOE,General Academic,High school,"11,12","09,10,11,12",1996-06-05T00:00:00.000,Closed,X155,470 JACKSON AVENUE,NY,1009340.0,234778.0,-73.909363,40.811051,201.0,8.0,3500.0,2025780027.0,BX39,Mott Haven-Port Morris,LESLIE CHISLETT,I.A. PRINCIPAL,718-585-4024,718-585-4239,7,7,,,,,,HS09,H.S. Network 09 Superintendent Office,"ALCOFF, MICHAEL",201.0,40.0,0.16992902555978864,2956,0.06817216969158704,Los Hermanos Meat & Grocery,Bronx
559,Total Cohort,07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL ST,2005,104,63,60.6,51,49.0,81.0,1,1.0,1.6,50,48.1,79.4,12,11.5,19.0,22,21.2,10,9.6,2009,2020,07X520,X520,Foreign Language Academy of Global Studies,320700011520,DOE,General Academic,High school,"11,12","09,10,11,12",1996-06-05T00:00:00.000,Closed,X155,470 JACKSON AVENUE,NY,1009340.0,234778.0,-73.909363,40.811051,201.0,8.0,3500.0,2025780027.0,BX39,Mott Haven-Port Morris,LESLIE CHISLETT,I.A. PRINCIPAL,718-585-4024,718-585-4239,7,7,,,,,,HS09,H.S. Network 09 Superintendent Office,"ALCOFF, MICHAEL",201.0,40.0,0.16992902555978864,2956,0.06817216969158704,Los Hermanos Meat & Grocery,Bronx
560,Total Cohort,07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL ST,2006,136,82,60.3,59,43.4,72.0,14,10.3,17.1,45,33.1,54.9,23,16.9,28.0,25,18.4,10,7.4,2010,2020,07X520,X520,Foreign Language Academy of Global Studies,320700011520,DOE,General Academic,High school,"11,12","09,10,11,12",1996-06-05T00:00:00.000,Closed,X155,470 JACKSON AVENUE,NY,1009340.0,234778.0,-73.909363,40.811051,201.0,8.0,3500.0,2025780027.0,BX39,Mott Haven-Port Morris,LESLIE CHISLETT,I.A. PRINCIPAL,718-585-4024,718-585-4239,7,7,,,,,,HS09,H.S. Network 09 Superintendent Office,"ALCOFF, MICHAEL",201.0,40.0,0.16992902555978864,2956,0.06817216969158704,Los Hermanos Meat & Grocery,Bronx
561,Total Cohort,07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,2002,64,35,54.7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,35,54.7,100.0,27,42.2,1,1.6,2006,2020,07X427,X427,Community School for Social Justice,320700011427,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,X884,350 GERARD AVENUE,NY,1003637.0,236471.0,-73.92996,40.815712,201.0,8.0,6300.0,2023440096.0,BX63,West Concourse,Jaime Guzman,Principal,718-402-8481,718-402-8650,7,7,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 5- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",201.0,40.0,0.08559849159199258,2245,0.46632897907254056,ROSANNA FOOD CORP,Bronx
